pega_customer_id^|^pega_related_customer_id^|^cust_rel_cd^|^related_person_id^|^related_household_id^|^related_cust_type_cd^|^related_cust_num^|^subscr_market_cd^|^related_subscr_num^|^subscr_first_ind^|^subscr_valid_from_dt^|^subscr_valid_until_dt
46189105^|^45189105^|^samehousehold^|^61^|^59^|^cabcust^|^324234234^|^mmc^|^gsm1721234581^|^1^|^20171018^|^20170518
46189106^|^45189106^|^samehousehold^|^62^|^60^|^cabcust^|^324234234^|^mmc^|^gsm1721234582^|^0^|^20170828^|^20171002
46189107^|^45189107^|^samehousehold^|^63^|^61^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234583^|^1^|^20170429^|^20170125
46189108^|^45189108^|^samehousehold^|^64^|^62^|^mobcust^|^324234234^|^mmc^|^gsm1721234584^|^1^|^20171205^|^20170518
46189109^|^45189109^|^relatedban^|^65^|^63^|^cabcust^|^324234234^|^mmc^|^gsm1721234585^|^0^|^20171229^|^20170704
46189110^|^45189110^|^relatedban^|^66^|^64^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234586^|^1^|^20170712^|^20170817
46189111^|^45189111^|^relatedban^|^67^|^65^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234587^|^1^|^20170709^|^20171120
46189112^|^45189112^|^sameperson^|^68^|^66^|^cabcust^|^324234234^|^mmc^|^gsm1721234588^|^0^|^20170324^|^20170224
46189113^|^45189113^|^relatedban^|^69^|^67^|^dlscust^|^324234234^|^mmc^|^gsm1721234589^|^1^|^20170923^|^20171219
46189114^|^45189114^|^sameperson^|^70^|^68^|^mobcust^|^324234234^|^mmc^|^gsm1721234590^|^0^|^20171127^|^20171203
46189115^|^45189115^|^sameperson^|^71^|^69^|^dlscust^|^324234234^|^mmc^|^gsm1721234591^|^1^|^20171111^|^20170311
46189116^|^45189116^|^sameperson^|^72^|^70^|^mobcust^|^324234234^|^mmc^|^gsm1721234592^|^0^|^20170418^|^20170204
46189117^|^45189117^|^relatedban^|^73^|^71^|^cabcust^|^324234234^|^mmc^|^gsm1721234593^|^0^|^20170826^|^20170818
46189118^|^45189118^|^sameperson^|^74^|^72^|^mobcust^|^324234234^|^mmc^|^gsm1721234594^|^0^|^20170913^|^20170703
46189119^|^45189119^|^relatedban^|^75^|^73^|^dlscust^|^324234234^|^mmc^|^gsm1721234595^|^0^|^20170523^|^20170929
46189120^|^45189120^|^samehousehold^|^76^|^74^|^mobcust^|^324234234^|^mmc^|^gsm1721234596^|^1^|^20170401^|^20170807
46189121^|^45189121^|^sameperson^|^77^|^75^|^dlscust^|^324234234^|^mmc^|^gsm1721234597^|^1^|^20170226^|^20170728
46189122^|^45189122^|^samehousehold^|^78^|^76^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234598^|^1^|^20171208^|^20170725
46189123^|^45189123^|^relatedban^|^79^|^77^|^mobcust^|^324234234^|^mmc^|^gsm1721234599^|^1^|^20170412^|^20170619
46189124^|^45189124^|^sameperson^|^80^|^78^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234600^|^0^|^20171107^|^20170221
46189125^|^45189125^|^samehousehold^|^81^|^79^|^cabcust^|^324234234^|^mmc^|^gsm1721234601^|^0^|^20171120^|^20170127
46189126^|^45189126^|^samehousehold^|^82^|^80^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234602^|^0^|^20171223^|^20170718
46189127^|^45189127^|^relatedban^|^83^|^81^|^cabcust^|^324234234^|^mmc^|^gsm1721234603^|^0^|^20170908^|^20171201
46189128^|^45189128^|^samehousehold^|^84^|^82^|^mobcust^|^324234234^|^mmc^|^gsm1721234604^|^1^|^20171030^|^20170707
46189129^|^45189129^|^relatedban^|^85^|^83^|^dlscust^|^324234234^|^mmc^|^gsm1721234605^|^0^|^20170106^|^20171011
46189130^|^45189130^|^sameperson^|^86^|^84^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234606^|^0^|^20170301^|^20170512
46189131^|^45189131^|^relatedban^|^87^|^85^|^cabcust^|^324234234^|^mmc^|^gsm1721234607^|^1^|^20170813^|^20171129
46189132^|^45189132^|^samehousehold^|^88^|^86^|^mobcust^|^324234234^|^mmc^|^gsm1721234608^|^1^|^20171225^|^20170121
46189133^|^45189133^|^relatedban^|^89^|^87^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234609^|^0^|^20170126^|^20170207
46189134^|^45189134^|^sameperson^|^90^|^88^|^cabcust^|^324234234^|^mmc^|^gsm1721234610^|^0^|^20171028^|^20170409
46189135^|^45189135^|^sameperson^|^91^|^89^|^cabcust^|^324234234^|^mmc^|^gsm1721234611^|^0^|^20170605^|^20171005
46189136^|^45189136^|^relatedban^|^92^|^90^|^mobcust^|^324234234^|^mmc^|^gsm1721234612^|^1^|^20170225^|^20170820
46189137^|^45189137^|^sameperson^|^93^|^91^|^mobcust^|^324234234^|^mmc^|^gsm1721234613^|^0^|^20170921^|^20170110
46189138^|^45189138^|^relatedban^|^94^|^92^|^mobcust^|^324234234^|^mmc^|^gsm1721234614^|^0^|^20170328^|^20170304
46189139^|^45189139^|^relatedban^|^95^|^93^|^dlscust^|^324234234^|^mmc^|^gsm1721234615^|^1^|^20171211^|^20171020
46189140^|^45189140^|^sameperson^|^96^|^94^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234616^|^1^|^20170420^|^20170601
46189141^|^45189141^|^samehousehold^|^97^|^95^|^dlscust^|^324234234^|^mmc^|^gsm1721234617^|^1^|^20171116^|^20171005
46189142^|^45189142^|^relatedban^|^98^|^96^|^mobcust^|^324234234^|^mmc^|^gsm1721234618^|^1^|^20170804^|^20170206
46189143^|^45189143^|^sameperson^|^99^|^97^|^cabcust^|^324234234^|^mmc^|^gsm1721234619^|^1^|^20171003^|^20170413
46189144^|^45189144^|^sameperson^|^100^|^98^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234620^|^0^|^20170213^|^20170114
46189145^|^45189145^|^relatedban^|^101^|^99^|^cabcust^|^324234234^|^mmc^|^gsm1721234621^|^1^|^20170506^|^20170816
46189146^|^45189146^|^relatedban^|^102^|^100^|^cabcust^|^324234234^|^mmc^|^gsm1721234622^|^0^|^20170611^|^20170707
46189147^|^45189147^|^relatedban^|^103^|^101^|^dlscust^|^324234234^|^mmc^|^gsm1721234623^|^1^|^20170701^|^20170811
46189148^|^45189148^|^relatedban^|^104^|^102^|^dlscust^|^324234234^|^mmc^|^gsm1721234624^|^0^|^20170328^|^20171110
46189149^|^45189149^|^samehousehold^|^105^|^103^|^mobcust^|^324234234^|^mmc^|^gsm1721234625^|^1^|^20171020^|^20170628
46189150^|^45189150^|^sameperson^|^106^|^104^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234626^|^0^|^20170223^|^20170513
46189151^|^45189151^|^relatedban^|^107^|^105^|^mobcust^|^324234234^|^mmc^|^gsm1721234627^|^1^|^20170624^|^20171214
46189152^|^45189152^|^samehousehold^|^108^|^106^|^cabcust^|^324234234^|^mmc^|^gsm1721234628^|^1^|^20170626^|^20170626
46189153^|^45189153^|^sameperson^|^109^|^107^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234629^|^0^|^20170831^|^20170401
46189154^|^45189154^|^sameperson^|^110^|^108^|^mobcust^|^324234234^|^mmc^|^gsm1721234630^|^1^|^20170413^|^20170310
46189155^|^45189155^|^relatedban^|^111^|^109^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234631^|^0^|^20170826^|^20170818
46189156^|^45189156^|^sameperson^|^112^|^110^|^dlscust^|^324234234^|^mmc^|^gsm1721234632^|^1^|^20170405^|^20170803
46189157^|^45189157^|^sameperson^|^113^|^111^|^dlscust^|^324234234^|^mmc^|^gsm1721234633^|^0^|^20171022^|^20171006
46189158^|^45189158^|^relatedban^|^114^|^112^|^dlscust^|^324234234^|^mmc^|^gsm1721234634^|^0^|^20170816^|^20170614
46189159^|^45189159^|^sameperson^|^115^|^113^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234635^|^1^|^20170314^|^20170825
46189160^|^45189160^|^relatedban^|^116^|^114^|^dlscust^|^324234234^|^mmc^|^gsm1721234636^|^0^|^20170614^|^20171112
46189161^|^45189161^|^samehousehold^|^117^|^115^|^cabcust^|^324234234^|^mmc^|^gsm1721234637^|^0^|^20171105^|^20170820
46189162^|^45189162^|^samehousehold^|^118^|^116^|^cabcust^|^324234234^|^mmc^|^gsm1721234638^|^0^|^20170216^|^20170313
46189163^|^45189163^|^relatedban^|^119^|^117^|^cabcust^|^324234234^|^mmc^|^gsm1721234639^|^0^|^20171208^|^20170609
46189164^|^45189164^|^samehousehold^|^120^|^118^|^cabcust^|^324234234^|^mmc^|^gsm1721234640^|^0^|^20170727^|^20170316
46189165^|^45189165^|^relatedban^|^121^|^119^|^dlscust^|^324234234^|^mmc^|^gsm1721234641^|^1^|^20170127^|^20170423
46189166^|^45189166^|^relatedban^|^122^|^120^|^cabcust^|^324234234^|^mmc^|^gsm1721234642^|^1^|^20171014^|^20170422
46189167^|^45189167^|^sameperson^|^123^|^121^|^mobcust^|^324234234^|^mmc^|^gsm1721234643^|^1^|^20170405^|^20170513
46189168^|^45189168^|^samehousehold^|^124^|^122^|^mobcust^|^324234234^|^mmc^|^gsm1721234644^|^1^|^20170828^|^20170530
46189169^|^45189169^|^relatedban^|^125^|^123^|^cabcust^|^324234234^|^mmc^|^gsm1721234645^|^1^|^20171117^|^20170719
46189170^|^45189170^|^sameperson^|^126^|^124^|^cabcust^|^324234234^|^mmc^|^gsm1721234646^|^1^|^20171226^|^20171012
46189171^|^45189171^|^samehousehold^|^127^|^125^|^mobcust^|^324234234^|^mmc^|^gsm1721234647^|^1^|^20170912^|^20170818
46189172^|^45189172^|^samehousehold^|^128^|^126^|^dlscust^|^324234234^|^mmc^|^gsm1721234648^|^0^|^20170129^|^20170704
46189173^|^45189173^|^sameperson^|^129^|^127^|^dlscust^|^324234234^|^mmc^|^gsm1721234649^|^1^|^20170513^|^20171128
46189174^|^45189174^|^sameperson^|^130^|^128^|^cabcust^|^324234234^|^mmc^|^gsm1721234650^|^0^|^20170425^|^20171225
46189175^|^45189175^|^sameperson^|^131^|^129^|^cabcust^|^324234234^|^mmc^|^gsm1721234651^|^0^|^20170822^|^20170305
46189176^|^45189176^|^samehousehold^|^132^|^130^|^mobcust^|^324234234^|^mmc^|^gsm1721234652^|^0^|^20170315^|^20170525
46189177^|^45189177^|^samehousehold^|^133^|^131^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234653^|^0^|^20170615^|^20170523
46189178^|^45189178^|^sameperson^|^134^|^132^|^cabcust^|^324234234^|^mmc^|^gsm1721234654^|^1^|^20170126^|^20170301
46189179^|^45189179^|^samehousehold^|^135^|^133^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234655^|^1^|^20170607^|^20170430
46189180^|^45189180^|^relatedban^|^136^|^134^|^dlscust^|^324234234^|^mmc^|^gsm1721234656^|^1^|^20170325^|^20171027
46189181^|^45189181^|^sameperson^|^137^|^135^|^cabcust^|^324234234^|^mmc^|^gsm1721234657^|^0^|^20170723^|^20170710
46189182^|^45189182^|^sameperson^|^138^|^136^|^dlscust^|^324234234^|^mmc^|^gsm1721234658^|^0^|^20170225^|^20171129
46189183^|^45189183^|^samehousehold^|^139^|^137^|^dlscust^|^324234234^|^mmc^|^gsm1721234659^|^0^|^20170212^|^20171204
46189184^|^45189184^|^sameperson^|^140^|^138^|^mobcust^|^324234234^|^mmc^|^gsm1721234660^|^1^|^20170807^|^20171116
46189185^|^45189185^|^sameperson^|^141^|^139^|^mobcust^|^324234234^|^mmc^|^gsm1721234661^|^1^|^20170503^|^20170514
46189186^|^45189186^|^sameperson^|^142^|^140^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234662^|^1^|^20170502^|^20170619
46189187^|^45189187^|^sameperson^|^143^|^141^|^mobcust^|^324234234^|^mmc^|^gsm1721234663^|^1^|^20170204^|^20170727
46189188^|^45189188^|^samehousehold^|^144^|^142^|^dlscust^|^324234234^|^mmc^|^gsm1721234664^|^0^|^20170405^|^20170718
46189189^|^45189189^|^relatedban^|^145^|^143^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234665^|^1^|^20171011^|^20170307
46189190^|^45189190^|^samehousehold^|^146^|^144^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234666^|^0^|^20171121^|^20171108
46189191^|^45189191^|^relatedban^|^147^|^145^|^cabcust^|^324234234^|^mmc^|^gsm1721234667^|^1^|^20171217^|^20170923
46189192^|^45189192^|^samehousehold^|^148^|^146^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234668^|^1^|^20170717^|^20170531
46189193^|^45189193^|^samehousehold^|^149^|^147^|^mobcust^|^324234234^|^mmc^|^gsm1721234669^|^1^|^20171218^|^20170925
46189194^|^45189194^|^sameperson^|^150^|^148^|^cabcust^|^324234234^|^mmc^|^gsm1721234670^|^1^|^20171227^|^20171001
46189195^|^45189195^|^samehousehold^|^151^|^149^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234671^|^1^|^20170830^|^20170823
46189196^|^45189196^|^sameperson^|^152^|^150^|^cabcust^|^324234234^|^mmc^|^gsm1721234672^|^1^|^20170313^|^20170312
46189197^|^45189197^|^samehousehold^|^153^|^151^|^mobcust^|^324234234^|^mmc^|^gsm1721234673^|^1^|^20170202^|^20170508
46189198^|^45189198^|^relatedban^|^154^|^152^|^dlscust^|^324234234^|^mmc^|^gsm1721234674^|^1^|^20170711^|^20171225
46189199^|^45189199^|^sameperson^|^155^|^153^|^cabcust^|^324234234^|^mmc^|^gsm1721234675^|^0^|^20170227^|^20170310
46189200^|^45189200^|^relatedban^|^156^|^154^|^mobcust^|^324234234^|^mmc^|^gsm1721234676^|^1^|^20170218^|^20170108
46189201^|^45189201^|^samehousehold^|^157^|^155^|^dlscust^|^324234234^|^mmc^|^gsm1721234677^|^1^|^20170701^|^20171004
46189202^|^45189202^|^relatedban^|^158^|^156^|^mobcust^|^324234234^|^mmc^|^gsm1721234678^|^1^|^20170507^|^20170219
46189203^|^45189203^|^sameperson^|^159^|^157^|^mobcust^|^324234234^|^mmc^|^gsm1721234679^|^0^|^20170401^|^20170923
46189204^|^45189204^|^sameperson^|^160^|^158^|^mobcust^|^324234234^|^mmc^|^gsm1721234680^|^1^|^20171107^|^20170826
46189205^|^45189205^|^samehousehold^|^161^|^159^|^cabcust^|^324234234^|^mmc^|^gsm1721234681^|^1^|^20170917^|^20170613
46189206^|^45189206^|^samehousehold^|^162^|^160^|^cabcust^|^324234234^|^mmc^|^gsm1721234682^|^0^|^20170717^|^20170228
46189207^|^45189207^|^relatedban^|^163^|^161^|^dlscust^|^324234234^|^mmc^|^gsm1721234683^|^0^|^20171129^|^20170813
46189208^|^45189208^|^samehousehold^|^164^|^162^|^dlscust^|^324234234^|^mmc^|^gsm1721234684^|^0^|^20170410^|^20170607
46189209^|^45189209^|^samehousehold^|^165^|^163^|^cabcust^|^324234234^|^mmc^|^gsm1721234685^|^0^|^20170222^|^20171221
46189210^|^45189210^|^samehousehold^|^166^|^164^|^cabcust^|^324234234^|^mmc^|^gsm1721234686^|^1^|^20170505^|^20170413
46189211^|^45189211^|^samehousehold^|^167^|^165^|^mobcust^|^324234234^|^mmc^|^gsm1721234687^|^0^|^20170508^|^20171018
46189212^|^45189212^|^samehousehold^|^168^|^166^|^dlscust^|^324234234^|^mmc^|^gsm1721234688^|^1^|^20170911^|^20170930
46189213^|^45189213^|^relatedban^|^169^|^167^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234689^|^1^|^20170317^|^20170309
46189214^|^45189214^|^samehousehold^|^170^|^168^|^mobcust^|^324234234^|^mmc^|^gsm1721234690^|^0^|^20170831^|^20171201
46189215^|^45189215^|^sameperson^|^171^|^169^|^cabcust^|^324234234^|^mmc^|^gsm1721234691^|^1^|^20170302^|^20170205
46189216^|^45189216^|^samehousehold^|^172^|^170^|^cabcust^|^324234234^|^mmc^|^gsm1721234692^|^0^|^20170501^|^20170511
46189217^|^45189217^|^relatedban^|^173^|^171^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234693^|^1^|^20170509^|^20170517
46189218^|^45189218^|^relatedban^|^174^|^172^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234694^|^0^|^20170212^|^20170829
46189219^|^45189219^|^sameperson^|^175^|^173^|^cabcust^|^324234234^|^mmc^|^gsm1721234695^|^1^|^20170613^|^20170221
46189220^|^45189220^|^samehousehold^|^176^|^174^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234696^|^0^|^20170123^|^20170117
46189221^|^45189221^|^sameperson^|^177^|^175^|^mobcust^|^324234234^|^mmc^|^gsm1721234697^|^0^|^20170726^|^20170118
46189222^|^45189222^|^sameperson^|^178^|^176^|^cabcust^|^324234234^|^mmc^|^gsm1721234698^|^0^|^20171209^|^20170920
46189223^|^45189223^|^relatedban^|^179^|^177^|^cabcust^|^324234234^|^mmc^|^gsm1721234699^|^1^|^20171107^|^20170707
46189224^|^45189224^|^samehousehold^|^180^|^178^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234700^|^1^|^20171015^|^20171230
46189225^|^45189225^|^sameperson^|^181^|^179^|^mobcust^|^324234234^|^mmc^|^gsm1721234701^|^1^|^20171213^|^20170812
46189226^|^45189226^|^sameperson^|^182^|^180^|^dlscust^|^324234234^|^mmc^|^gsm1721234702^|^0^|^20171223^|^20170425
46189227^|^45189227^|^samehousehold^|^183^|^181^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234703^|^0^|^20171130^|^20170603
46189228^|^45189228^|^samehousehold^|^184^|^182^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234704^|^1^|^20170426^|^20170519
46189229^|^45189229^|^relatedban^|^185^|^183^|^dlscust^|^324234234^|^mmc^|^gsm1721234705^|^0^|^20170630^|^20170907
46189230^|^45189230^|^sameperson^|^186^|^184^|^dlscust^|^324234234^|^mmc^|^gsm1721234706^|^0^|^20170812^|^20170708
46189231^|^45189231^|^samehousehold^|^187^|^185^|^cabcust^|^324234234^|^mmc^|^gsm1721234707^|^0^|^20170605^|^20170312
46189232^|^45189232^|^sameperson^|^188^|^186^|^dlscust^|^324234234^|^mmc^|^gsm1721234708^|^1^|^20170801^|^20170305
46189233^|^45189233^|^sameperson^|^189^|^187^|^cabcust^|^324234234^|^mmc^|^gsm1721234709^|^0^|^20170622^|^20171215
46189234^|^45189234^|^sameperson^|^190^|^188^|^cabcust^|^324234234^|^mmc^|^gsm1721234710^|^1^|^20170329^|^20171216
46189235^|^45189235^|^sameperson^|^191^|^189^|^mobcust^|^324234234^|^mmc^|^gsm1721234711^|^1^|^20170117^|^20170127
46189236^|^45189236^|^samehousehold^|^192^|^190^|^mobcust^|^324234234^|^mmc^|^gsm1721234712^|^1^|^20170108^|^20170422
46189237^|^45189237^|^relatedban^|^193^|^191^|^mobcust^|^324234234^|^mmc^|^gsm1721234713^|^0^|^20170325^|^20170731
46189238^|^45189238^|^sameperson^|^194^|^192^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234714^|^1^|^20171017^|^20171026
46189239^|^45189239^|^relatedban^|^195^|^193^|^mobcust^|^324234234^|^mmc^|^gsm1721234715^|^1^|^20170430^|^20170628
46189240^|^45189240^|^relatedban^|^196^|^194^|^dlscust^|^324234234^|^mmc^|^gsm1721234716^|^1^|^20171130^|^20170428
46189241^|^45189241^|^relatedban^|^197^|^195^|^mobcust^|^324234234^|^mmc^|^gsm1721234717^|^0^|^20170912^|^20171211
46189242^|^45189242^|^relatedban^|^198^|^196^|^dlscust^|^324234234^|^mmc^|^gsm1721234718^|^0^|^20170531^|^20170417
46189243^|^45189243^|^sameperson^|^199^|^197^|^dlscust^|^324234234^|^mmc^|^gsm1721234719^|^0^|^20170429^|^20170411
46189244^|^45189244^|^samehousehold^|^200^|^198^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234720^|^1^|^20170321^|^20170826
46189245^|^45189245^|^sameperson^|^201^|^199^|^cabcust^|^324234234^|^mmc^|^gsm1721234721^|^0^|^20170618^|^20170930
46189246^|^45189246^|^samehousehold^|^202^|^200^|^dlscust^|^324234234^|^mmc^|^gsm1721234722^|^1^|^20170102^|^20170923
46189247^|^45189247^|^samehousehold^|^203^|^201^|^cabcust^|^324234234^|^mmc^|^gsm1721234723^|^0^|^20170507^|^20170509
46189248^|^45189248^|^samehousehold^|^204^|^202^|^dlscust^|^324234234^|^mmc^|^gsm1721234724^|^0^|^20170821^|^20170714
46189249^|^45189249^|^samehousehold^|^205^|^203^|^cabcust^|^324234234^|^mmc^|^gsm1721234725^|^0^|^20170227^|^20170803
46189250^|^45189250^|^sameperson^|^206^|^204^|^dlscust^|^324234234^|^mmc^|^gsm1721234726^|^1^|^20170212^|^20170211
46189251^|^45189251^|^samehousehold^|^207^|^205^|^cabcust^|^324234234^|^mmc^|^gsm1721234727^|^0^|^20171224^|^20170604
46189252^|^45189252^|^relatedban^|^208^|^206^|^cabcust^|^324234234^|^mmc^|^gsm1721234728^|^1^|^20170713^|^20170528
46189253^|^45189253^|^relatedban^|^209^|^207^|^cabcust^|^324234234^|^mmc^|^gsm1721234729^|^0^|^20170401^|^20170626
46189254^|^45189254^|^sameperson^|^210^|^208^|^dlscust^|^324234234^|^mmc^|^gsm1721234730^|^1^|^20170424^|^20171202
46189255^|^45189255^|^samehousehold^|^211^|^209^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234731^|^0^|^20171212^|^20171030
46189256^|^45189256^|^samehousehold^|^212^|^210^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234732^|^1^|^20171012^|^20170730
46189257^|^45189257^|^sameperson^|^213^|^211^|^dlscust^|^324234234^|^mmc^|^gsm1721234733^|^0^|^20170417^|^20171121
46189258^|^45189258^|^sameperson^|^214^|^212^|^cabcust^|^324234234^|^mmc^|^gsm1721234734^|^0^|^20170413^|^20170412
46189259^|^45189259^|^sameperson^|^215^|^213^|^dlscust^|^324234234^|^mmc^|^gsm1721234735^|^1^|^20170612^|^20170504
46189260^|^45189260^|^sameperson^|^216^|^214^|^cabcust^|^324234234^|^mmc^|^gsm1721234736^|^0^|^20170629^|^20170426
46189261^|^45189261^|^sameperson^|^217^|^215^|^dlscust^|^324234234^|^mmc^|^gsm1721234737^|^1^|^20171026^|^20170612
46189262^|^45189262^|^sameperson^|^218^|^216^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234738^|^0^|^20171109^|^20170510
46189263^|^45189263^|^sameperson^|^219^|^217^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234739^|^0^|^20170224^|^20171012
46189264^|^45189264^|^sameperson^|^220^|^218^|^dlscust^|^324234234^|^mmc^|^gsm1721234740^|^0^|^20170330^|^20171105
46189265^|^45189265^|^samehousehold^|^221^|^219^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234741^|^0^|^20170706^|^20170124
46189266^|^45189266^|^samehousehold^|^222^|^220^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234742^|^0^|^20170328^|^20171127
46189267^|^45189267^|^sameperson^|^223^|^221^|^cabcust^|^324234234^|^mmc^|^gsm1721234743^|^0^|^20170305^|^20170708
46189268^|^45189268^|^sameperson^|^224^|^222^|^mobcust^|^324234234^|^mmc^|^gsm1721234744^|^0^|^20170808^|^20170513
46189269^|^45189269^|^relatedban^|^225^|^223^|^mobcust^|^324234234^|^mmc^|^gsm1721234745^|^1^|^20170319^|^20170403
46189270^|^45189270^|^sameperson^|^226^|^224^|^dlscust^|^324234234^|^mmc^|^gsm1721234746^|^1^|^20170705^|^20170616
46189271^|^45189271^|^samehousehold^|^227^|^225^|^mobcust^|^324234234^|^mmc^|^gsm1721234747^|^1^|^20171102^|^20170813
46189272^|^45189272^|^samehousehold^|^228^|^226^|^mobcust^|^324234234^|^mmc^|^gsm1721234748^|^1^|^20170219^|^20170203
46189273^|^45189273^|^relatedban^|^229^|^227^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234749^|^1^|^20170412^|^20170720
46189274^|^45189274^|^sameperson^|^230^|^228^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234750^|^0^|^20171112^|^20170906
46189275^|^45189275^|^relatedban^|^231^|^229^|^mobcust^|^324234234^|^mmc^|^gsm1721234751^|^1^|^20170916^|^20170927
46189276^|^45189276^|^samehousehold^|^232^|^230^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234752^|^0^|^20171029^|^20170129
46189277^|^45189277^|^sameperson^|^233^|^231^|^dlscust^|^324234234^|^mmc^|^gsm1721234753^|^0^|^20170926^|^20170426
46189278^|^45189278^|^samehousehold^|^234^|^232^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234754^|^0^|^20170610^|^20170113
46189279^|^45189279^|^sameperson^|^235^|^233^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234755^|^0^|^20170903^|^20171126
46189280^|^45189280^|^samehousehold^|^236^|^234^|^mobcust^|^324234234^|^mmc^|^gsm1721234756^|^0^|^20170531^|^20170420
46189281^|^45189281^|^relatedban^|^237^|^235^|^mobcust^|^324234234^|^mmc^|^gsm1721234757^|^1^|^20170306^|^20170312
46189282^|^45189282^|^sameperson^|^238^|^236^|^dlscust^|^324234234^|^mmc^|^gsm1721234758^|^0^|^20170903^|^20170129
46189283^|^45189283^|^relatedban^|^239^|^237^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234759^|^0^|^20170722^|^20171002
46189284^|^45189284^|^sameperson^|^240^|^238^|^dlscust^|^324234234^|^mmc^|^gsm1721234760^|^1^|^20170814^|^20171110
