building_id^|^city^|^country^|^postal_code^|^state^|^pega_customer_id^|^street
139^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189130^|^Linienstrase
140^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189131^|^Nordstrase
141^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189132^|^Nordstrase
142^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189133^|^Oststrase
143^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189134^|^Nordstrase
144^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189135^|^Linienstrase
145^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189136^|^Oststrase
146^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189137^|^Oststrase
147^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189138^|^Koningsallee
148^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189139^|^Nordstrase
149^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189140^|^Oststrase
150^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189141^|^Oststrase
151^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189142^|^Nordstrase
152^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189143^|^Linienstrase
153^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189144^|^Linienstrase
154^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189145^|^Oststrase
155^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189146^|^Nordstrase
156^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189147^|^Koningsallee
157^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189148^|^Linienstrase
158^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189149^|^Linienstrase
159^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189150^|^Nordstrase
160^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189151^|^Linienstrase
161^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189152^|^Nordstrase
162^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189153^|^Linienstrase
163^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189154^|^Nordstrase
164^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189155^|^Linienstrase
165^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189156^|^Linienstrase
166^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189157^|^Koningsallee
167^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189158^|^Linienstrase
168^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189159^|^Oststrase
169^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189160^|^Linienstrase
170^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189161^|^Nordstrase
171^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189162^|^Koningsallee
172^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189163^|^Oststrase
173^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189164^|^Linienstrase
174^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189165^|^Oststrase
175^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189166^|^Koningsallee
176^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189167^|^Koningsallee
177^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189168^|^Koningsallee
178^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189169^|^Linienstrase
179^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189170^|^Oststrase
180^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189171^|^Nordstrase
181^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189172^|^Nordstrase
182^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189173^|^Nordstrase
183^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189174^|^Nordstrase
184^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189175^|^Linienstrase
185^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189176^|^Nordstrase
186^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189177^|^Koningsallee
187^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189178^|^Nordstrase
188^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189179^|^Oststrase
189^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189180^|^Nordstrase
190^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189181^|^Koningsallee
191^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189182^|^Nordstrase
192^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189183^|^Linienstrase
193^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189184^|^Oststrase
194^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189185^|^Oststrase
195^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189186^|^Koningsallee
196^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189187^|^Nordstrase
197^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189188^|^Linienstrase
198^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189189^|^Nordstrase
199^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189190^|^Linienstrase
200^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189191^|^Koningsallee
201^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189192^|^Koningsallee
202^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189193^|^Nordstrase
203^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189194^|^Linienstrase
204^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189195^|^Oststrase
205^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189196^|^Linienstrase
206^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189197^|^Nordstrase
207^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189198^|^Koningsallee
208^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189199^|^Linienstrase
209^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189200^|^Oststrase
210^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189201^|^Koningsallee
211^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189202^|^Oststrase
212^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189203^|^Linienstrase
213^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189204^|^Oststrase
214^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189205^|^Koningsallee
215^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189206^|^Koningsallee
216^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189207^|^Koningsallee
217^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189208^|^Linienstrase
218^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189209^|^Nordstrase
219^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189210^|^Linienstrase
220^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189211^|^Linienstrase
221^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189212^|^Nordstrase
222^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189213^|^Nordstrase
223^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189214^|^Nordstrase
224^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189215^|^Linienstrase
225^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189216^|^Koningsallee
226^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189217^|^Koningsallee
227^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189218^|^Linienstrase
228^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189219^|^Oststrase
229^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189220^|^Nordstrase
230^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189221^|^Oststrase
231^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189222^|^Koningsallee
232^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189223^|^Nordstrase
233^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189224^|^Nordstrase
234^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189225^|^Oststrase
235^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189226^|^Linienstrase
236^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189227^|^Koningsallee
237^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189228^|^Koningsallee
238^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189229^|^Nordstrase
239^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189230^|^Linienstrase
240^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189231^|^Koningsallee
241^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189232^|^Oststrase
242^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189233^|^Oststrase
243^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189234^|^Koningsallee
244^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189235^|^Linienstrase
245^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189236^|^Koningsallee
246^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189237^|^Nordstrase
247^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189238^|^Oststrase
248^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189239^|^Linienstrase
249^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189240^|^Oststrase
250^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189241^|^Linienstrase
251^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189242^|^Linienstrase
252^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189243^|^Nordstrase
253^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189244^|^Koningsallee
254^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189245^|^Oststrase
255^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189246^|^Nordstrase
256^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189247^|^Oststrase
257^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189248^|^Linienstrase
258^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189249^|^Koningsallee
259^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189250^|^Oststrase
260^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189251^|^Linienstrase
261^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189252^|^Koningsallee
262^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189253^|^Linienstrase
263^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189254^|^Nordstrase
264^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189255^|^Linienstrase
265^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189256^|^Linienstrase
266^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189257^|^Nordstrase
267^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189258^|^Linienstrase
268^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189259^|^Koningsallee
269^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189260^|^Koningsallee
270^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189261^|^Koningsallee
271^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189262^|^Koningsallee
272^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189263^|^Koningsallee
273^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189264^|^Oststrase
274^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189265^|^Oststrase
275^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189266^|^Nordstrase
276^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189267^|^Oststrase
277^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189268^|^Koningsallee
278^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189269^|^Nordstrase
279^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189270^|^Oststrase
280^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189271^|^Oststrase
281^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189272^|^Linienstrase
282^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189273^|^Nordstrase
283^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189274^|^Nordstrase
284^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189275^|^Nordstrase
285^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189276^|^Linienstrase
286^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189277^|^Nordstrase
287^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189278^|^Oststrase
288^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189279^|^Koningsallee
289^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189280^|^Koningsallee
290^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189281^|^Oststrase
291^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189282^|^Koningsallee
292^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189283^|^Nordstrase
293^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189284^|^Nordstrase
294^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189285^|^Koningsallee
295^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189286^|^Linienstrase
296^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189287^|^Oststrase
297^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189288^|^Koningsallee
298^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189289^|^Oststrase
299^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189290^|^Nordstrase
300^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189291^|^Linienstrase
301^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189292^|^Oststrase
302^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189293^|^Koningsallee
303^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189294^|^Nordstrase
304^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189295^|^Linienstrase
305^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189296^|^Koningsallee
306^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189297^|^Linienstrase
307^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189298^|^Nordstrase
308^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189299^|^Koningsallee
309^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189300^|^Linienstrase
310^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189301^|^Linienstrase
311^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189302^|^Koningsallee
312^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189303^|^Linienstrase
313^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189304^|^Koningsallee
314^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189305^|^Linienstrase
315^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189306^|^Linienstrase
316^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189307^|^Linienstrase
317^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189308^|^Nordstrase
318^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189309^|^Nordstrase
319^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189310^|^Oststrase
320^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189311^|^Oststrase
321^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189312^|^Nordstrase
322^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189313^|^Koningsallee
323^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189314^|^Koningsallee
324^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189315^|^Oststrase
325^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189316^|^Oststrase
326^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189317^|^Oststrase
327^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189318^|^Nordstrase
328^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189319^|^Nordstrase
329^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189320^|^Koningsallee
330^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189321^|^Oststrase
331^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189322^|^Nordstrase
332^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189323^|^Linienstrase
333^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189324^|^Nordstrase
334^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189325^|^Koningsallee
335^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189326^|^Oststrase
336^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189327^|^Koningsallee
337^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189328^|^Koningsallee
338^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189329^|^Nordstrase
339^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189330^|^Nordstrase
340^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189331^|^Oststrase
341^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189332^|^Oststrase
342^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189333^|^Koningsallee
343^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189334^|^Linienstrase
344^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189335^|^Linienstrase
345^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189336^|^Linienstrase
346^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189337^|^Linienstrase
347^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189338^|^Koningsallee
348^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189339^|^Linienstrase
349^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189340^|^Oststrase
350^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189341^|^Nordstrase
351^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189342^|^Linienstrase
352^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189343^|^Oststrase
353^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189344^|^Oststrase
354^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189345^|^Oststrase
355^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189346^|^Koningsallee
356^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189347^|^Koningsallee
357^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189348^|^Linienstrase
358^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189349^|^Nordstrase
359^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189350^|^Linienstrase
360^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189351^|^Linienstrase
361^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189352^|^Nordstrase
362^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189353^|^Oststrase
363^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189354^|^Linienstrase
364^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189355^|^Nordstrase
365^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189356^|^Linienstrase
366^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189357^|^Oststrase
367^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189358^|^Oststrase
368^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189359^|^Nordstrase
369^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189360^|^Linienstrase
370^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189361^|^Oststrase
371^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189362^|^Koningsallee
372^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189363^|^Linienstrase
373^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189364^|^Linienstrase
374^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189365^|^Nordstrase
375^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189366^|^Nordstrase
376^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189367^|^Linienstrase
377^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189368^|^Koningsallee
378^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189369^|^Linienstrase
379^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189370^|^Koningsallee
380^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189371^|^Koningsallee
381^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189372^|^Linienstrase
382^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189373^|^Nordstrase
383^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189374^|^Linienstrase
384^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189375^|^Linienstrase
385^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189376^|^Koningsallee
386^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189377^|^Nordstrase
387^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189378^|^Linienstrase
388^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189379^|^Koningsallee
389^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189380^|^Koningsallee
390^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189381^|^Oststrase
391^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189382^|^Koningsallee
392^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189383^|^Nordstrase
393^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189384^|^Linienstrase
394^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189385^|^Nordstrase
395^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189386^|^Koningsallee
396^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^46189387^|^Nordstrase
397^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189388^|^Koningsallee
398^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189389^|^Linienstrase
399^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189390^|^Oststrase
400^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^46189391^|^Linienstrase
401^|^Munich^|^Germany^|^40880^|^Bavaria^|^46189392^|^Oststrase
402^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^46189393^|^Koningsallee
