building_id^|^city^|^country^|^postal_code^|^state^|^pega_customer_id^|^street
108^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284622^|^Oststrase
109^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284623^|^Koningsallee
110^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284624^|^Nordstrase
111^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284625^|^Linienstrase
112^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284626^|^Linienstrase
113^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284627^|^Linienstrase
114^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284628^|^Nordstrase
115^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284629^|^Nordstrase
116^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284630^|^Linienstrase
117^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284631^|^Koningsallee
118^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284632^|^Koningsallee
119^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284633^|^Oststrase
120^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284634^|^Oststrase
121^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284635^|^Linienstrase
122^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284636^|^Nordstrase
123^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284637^|^Oststrase
124^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284638^|^Nordstrase
125^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284639^|^Nordstrase
126^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284640^|^Oststrase
127^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284641^|^Linienstrase
128^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284642^|^Nordstrase
129^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284643^|^Oststrase
130^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284644^|^Nordstrase
131^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284645^|^Nordstrase
132^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284646^|^Oststrase
133^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284647^|^Oststrase
134^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284648^|^Oststrase
135^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284649^|^Koningsallee
136^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284650^|^Linienstrase
137^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284651^|^Oststrase
138^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284652^|^Linienstrase
139^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284653^|^Oststrase
140^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284654^|^Koningsallee
141^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284655^|^Linienstrase
142^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284656^|^Koningsallee
143^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284657^|^Koningsallee
144^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284658^|^Oststrase
145^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284659^|^Koningsallee
146^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284660^|^Linienstrase
147^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284661^|^Linienstrase
148^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284662^|^Linienstrase
149^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284663^|^Nordstrase
150^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284664^|^Koningsallee
151^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284665^|^Linienstrase
152^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284666^|^Linienstrase
153^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284667^|^Nordstrase
154^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284668^|^Oststrase
155^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284669^|^Oststrase
156^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284670^|^Nordstrase
157^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284671^|^Oststrase
158^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284672^|^Linienstrase
159^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284673^|^Oststrase
160^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284674^|^Nordstrase
161^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284675^|^Linienstrase
162^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284676^|^Nordstrase
163^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284677^|^Nordstrase
164^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284678^|^Nordstrase
165^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284679^|^Koningsallee
166^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284680^|^Nordstrase
167^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284681^|^Linienstrase
168^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284682^|^Nordstrase
169^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284683^|^Oststrase
170^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284684^|^Oststrase
171^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284685^|^Oststrase
172^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284686^|^Oststrase
173^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284687^|^Linienstrase
174^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284688^|^Linienstrase
175^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284689^|^Linienstrase
176^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284690^|^Nordstrase
177^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284691^|^Linienstrase
178^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284692^|^Koningsallee
179^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284693^|^Linienstrase
180^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284694^|^Nordstrase
181^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284695^|^Oststrase
182^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284696^|^Nordstrase
183^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284697^|^Nordstrase
184^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284698^|^Koningsallee
185^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284699^|^Oststrase
186^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284700^|^Linienstrase
187^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284701^|^Koningsallee
188^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284702^|^Linienstrase
189^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284703^|^Linienstrase
190^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284704^|^Koningsallee
191^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284705^|^Koningsallee
192^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284706^|^Oststrase
193^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284707^|^Linienstrase
194^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284708^|^Koningsallee
195^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284709^|^Linienstrase
196^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284710^|^Koningsallee
197^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284711^|^Linienstrase
198^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284712^|^Oststrase
199^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284713^|^Linienstrase
200^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284714^|^Linienstrase
201^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284715^|^Oststrase
202^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284716^|^Koningsallee
203^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284717^|^Koningsallee
204^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284718^|^Linienstrase
205^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284719^|^Linienstrase
206^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284720^|^Nordstrase
207^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284721^|^Nordstrase
208^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284722^|^Oststrase
209^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284723^|^Koningsallee
210^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284724^|^Nordstrase
211^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284725^|^Nordstrase
212^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284726^|^Oststrase
213^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284727^|^Nordstrase
214^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284728^|^Linienstrase
215^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284729^|^Koningsallee
216^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284730^|^Linienstrase
217^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284731^|^Linienstrase
218^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284732^|^Oststrase
219^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284733^|^Linienstrase
220^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284734^|^Koningsallee
221^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284735^|^Linienstrase
222^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284736^|^Nordstrase
223^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284737^|^Linienstrase
224^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284738^|^Linienstrase
225^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284739^|^Oststrase
226^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284740^|^Linienstrase
227^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284741^|^Koningsallee
228^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284742^|^Oststrase
229^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284743^|^Nordstrase
230^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284744^|^Oststrase
231^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284745^|^Koningsallee
232^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284746^|^Koningsallee
233^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284747^|^Koningsallee
234^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284748^|^Linienstrase
235^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284749^|^Oststrase
236^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284750^|^Oststrase
237^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284751^|^Koningsallee
238^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284752^|^Linienstrase
239^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284753^|^Linienstrase
240^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284754^|^Oststrase
241^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284755^|^Oststrase
242^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284756^|^Oststrase
243^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284757^|^Koningsallee
244^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284758^|^Linienstrase
245^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284759^|^Linienstrase
246^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284760^|^Nordstrase
247^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284761^|^Nordstrase
248^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284762^|^Koningsallee
249^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284763^|^Nordstrase
250^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284764^|^Linienstrase
251^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284765^|^Koningsallee
252^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284766^|^Oststrase
253^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284767^|^Koningsallee
254^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284768^|^Linienstrase
255^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284769^|^Oststrase
256^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284770^|^Nordstrase
257^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284771^|^Oststrase
258^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284772^|^Oststrase
259^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284773^|^Linienstrase
260^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284774^|^Oststrase
261^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284775^|^Nordstrase
262^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284776^|^Koningsallee
263^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284777^|^Koningsallee
264^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284778^|^Koningsallee
265^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284779^|^Nordstrase
266^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284780^|^Oststrase
267^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284781^|^Nordstrase
268^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284782^|^Oststrase
269^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284783^|^Oststrase
270^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284784^|^Nordstrase
271^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284785^|^Oststrase
272^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284786^|^Linienstrase
273^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284787^|^Linienstrase
274^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284788^|^Oststrase
275^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284789^|^Koningsallee
276^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284790^|^Nordstrase
277^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284791^|^Oststrase
278^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284792^|^Nordstrase
279^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284793^|^Nordstrase
280^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284794^|^Oststrase
281^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284795^|^Koningsallee
282^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284796^|^Koningsallee
283^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284797^|^Linienstrase
284^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284798^|^Oststrase
285^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284799^|^Oststrase
286^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284800^|^Koningsallee
287^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284801^|^Oststrase
288^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284802^|^Koningsallee
289^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284803^|^Nordstrase
290^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284804^|^Nordstrase
291^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284805^|^Koningsallee
292^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284806^|^Oststrase
293^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284807^|^Oststrase
294^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284808^|^Oststrase
295^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284809^|^Nordstrase
296^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284810^|^Koningsallee
297^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284811^|^Nordstrase
298^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284812^|^Oststrase
299^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284813^|^Nordstrase
300^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284814^|^Linienstrase
301^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284815^|^Oststrase
302^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284816^|^Koningsallee
303^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284817^|^Linienstrase
304^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284818^|^Oststrase
305^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284819^|^Koningsallee
306^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284820^|^Nordstrase
307^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284821^|^Oststrase
308^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284822^|^Linienstrase
309^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284823^|^Koningsallee
310^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284824^|^Oststrase
311^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284825^|^Nordstrase
312^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284826^|^Oststrase
313^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284827^|^Nordstrase
314^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284828^|^Linienstrase
315^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284829^|^Oststrase
316^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284830^|^Oststrase
317^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284831^|^Nordstrase
318^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284832^|^Koningsallee
319^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284833^|^Linienstrase
320^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284834^|^Oststrase
321^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284835^|^Linienstrase
322^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284836^|^Linienstrase
323^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284837^|^Oststrase
324^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284838^|^Linienstrase
325^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284839^|^Koningsallee
326^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284840^|^Oststrase
327^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284841^|^Koningsallee
328^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284842^|^Linienstrase
329^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284843^|^Linienstrase
330^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284844^|^Linienstrase
331^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284845^|^Oststrase
332^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284846^|^Nordstrase
333^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284847^|^Koningsallee
334^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284848^|^Nordstrase
335^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284849^|^Koningsallee
336^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284850^|^Linienstrase
337^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284851^|^Koningsallee
338^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284852^|^Linienstrase
339^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284853^|^Linienstrase
340^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284854^|^Linienstrase
341^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284855^|^Oststrase
342^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284856^|^Oststrase
343^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284857^|^Nordstrase
344^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284858^|^Koningsallee
345^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284859^|^Koningsallee
346^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284860^|^Oststrase
347^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284861^|^Koningsallee
348^|^Berlin^|^Germany^|^40880^|^Brandenburg^|^89284862^|^Koningsallee
349^|^Dusseldorf^|^Germany^|^40880^|^NorthRhine-Westphalia^|^89284863^|^Linienstrase
350^|^Munich^|^Germany^|^40880^|^Bavaria^|^89284864^|^Oststrase
351^|^Frankfurt^|^Germany^|^40880^|^Hesse^|^89284865^|^Nordstrase
